# ARK Zero-Parameter Inverse Solver V5.4 (Final)
# alpha = 4pi/3 = 4.188790 (DERIVED)
# Free parameters: 0
# Upsilon_disk = 0.5, Upsilon_bulge = 0.7
# Global r = 0.8922, Global RMS = 34.8 km/s
# chi2/N (composite) = 7.6581
#
# Galaxy                Rad     Vobs     errV  Vbar_meas  Vbar_pred     kappa     Vgas    Vdisk     Vbul
#                       kpc     km/s     km/s       km/s       km/s               km/s     km/s     km/s
  UGC06973            7.330   178.00     6.30    136.361    111.104    1.0000    32.11   170.62    65.55
  UGC06973            7.850   180.00     7.70    131.397    109.224    1.0000    30.71   164.40    63.34
  UGC06983            1.740    56.90     6.60     40.680     42.280    1.0000     0.00    57.53     0.00
  UGC06983            2.610    87.40     4.80     44.668     64.020    1.0000     0.00    63.17     0.00
  UGC06983            3.500    92.10     5.70     43.204     66.210    1.0000     0.00    61.10     0.00
  UGC06983            4.370    93.50     5.20     42.622     66.040    1.0000     8.69    59.01     0.00
  UGC06983            5.240    98.20     4.40     44.008     68.142    1.0000    16.60    57.64     0.00
  UGC06983            6.110    99.70     4.40     44.141     67.928    1.0000    18.86    56.44     0.00
  UGC06983            6.980   102.00     3.50     46.228     68.199    1.0000    23.82    56.03     0.00
  UGC06983            7.850   107.00     4.40     49.280     70.098    1.0000    29.74    55.57     0.00
  UGC06983            8.720   108.00     4.40     48.842     69.201    1.0000    30.17    54.32     0.00
  UGC06983            9.600   110.00     4.40     48.973     68.808    1.0000    31.90    52.55     0.00
  UGC06983           10.470   113.00     4.40     50.994     68.849    1.0000    35.89    51.23     0.00
  UGC06983           11.350   110.00     5.20     51.889     65.137    1.0000    38.26    49.57     0.00
  UGC06983           12.190   108.00     5.70     51.840     62.191    1.0000    39.33    47.76     0.00
  UGC06983           13.120   109.00     8.60     51.905     60.719    1.0000    40.63    45.68     0.00
  UGC06983           13.940   108.00     9.80     51.165     58.274    1.0000    40.95    43.38     0.00
  UGC06983           14.860   108.00     9.80     50.086     56.047    1.0000    40.63    41.42     0.00
  UGC06983           15.680   109.00    12.30     49.059     54.405    1.0000    40.09    39.99     0.00
  UGC07089            0.870    20.90     4.70     14.208     15.086    1.0000     4.05    19.26     0.00
  UGC07089            1.740    36.40     3.90     24.898     25.986    1.0000     8.89    32.89     0.00
  UGC07089            2.610    43.40     3.90     32.287     30.543    1.0000    12.07    42.35     0.00
  UGC07089            3.500    51.20     4.70     35.781     35.446    1.0000    13.47    46.88     0.00
  UGC07089            4.370    59.70     3.90     38.234     40.531    1.0000    14.33    50.13     0.00
  UGC07089            5.240    64.50     4.40     40.230     42.779    1.0000    18.10    50.81     0.00
  UGC07089            6.110    67.90     3.90     41.106     43.855    1.0000    21.23    49.78     0.00
  UGC07089            6.550    72.80     7.30     41.418     46.295    1.0000    22.41    49.26     0.00
  UGC07089            6.980    70.30     6.10     41.702     43.988    1.0000    23.49    48.73     0.00
  UGC07089            7.850    73.70     6.10     42.062     44.529    1.0000    25.32    47.50     0.00
  UGC07089            8.720    77.60     6.10     42.013     44.926    1.0000    26.40    46.22     0.00
  UGC07089            9.160    79.10     7.30     41.618     44.640    1.0000    26.40    45.50     0.00
  UGC07125            1.440    26.10     3.30     21.516     18.182    0.8582     9.09    27.58     0.00
  UGC07125            2.880    43.00     3.47     30.875     31.306    0.9612    16.12    37.24     0.00
  UGC07125            4.330    48.50     2.35     31.987     35.371    1.0000    15.32    39.71     0.00
  UGC07125            5.760    52.50     2.00     33.189     37.567    1.0000    18.34    39.12     0.00
  UGC07125            7.200    56.40     2.05     31.937     39.546    1.0000    17.63    37.66     0.00
  UGC07125            8.640    58.50     2.21     34.191     40.134    1.0000    22.27    36.69     0.00
  UGC07125           10.080    61.50     2.10     36.304     41.202    1.0000    25.80    36.12     0.00
  UGC07125           11.470    64.60     2.01     38.458     42.166    1.0000    29.52    34.86     0.00
  UGC07125           13.000    65.60     2.12     43.993     41.449    1.0000    36.98    33.70     0.00
  UGC07125           14.420    65.40     2.65     44.559     39.974    1.0000    38.39    31.99     0.00
  UGC07125           15.840    65.50     3.05     43.195     38.603    1.0000    37.89    29.33     0.00
  UGC07125           17.260    65.10     3.22     43.588     36.846    1.0000    39.00    27.53     0.00
  UGC07125           18.680    64.90     3.48     39.108     35.102    1.0000    34.46    26.15     0.00
  UGC07151            0.500    24.20     2.18     17.522     16.877    0.8773    -0.51    24.79     0.00
  UGC07151            1.000    42.00     2.91     27.139     30.220    0.9523    -5.39    39.13     0.00
  UGC07151            1.500    59.40     2.40     31.914     43.013    1.0000    -5.79    45.87     0.00
  UGC07151            2.000    63.90     2.01     35.876     45.176    1.0000     7.68    49.56     0.00
  UGC07151            2.490    66.00     2.00     37.952     45.527    1.0000    15.55    48.96     0.00
  UGC07151            3.000    67.20     2.07     39.146     45.138    1.0000    19.33    48.14     0.00
  UGC07151            3.490    68.70     2.38     38.658     44.914    1.0000    19.89    46.88     0.00
  UGC07151            4.000    71.30     2.91     40.984     45.180    1.0000    25.08    45.84     0.00
  UGC07151            4.490    72.50     3.21     41.737     44.405    1.0000    25.36    46.88     0.00
  UGC07151            5.010    74.00     3.41     42.797     43.492    1.0000    26.06    48.01     0.00
  UGC07151            5.500    76.20     3.17     44.105     42.761    1.0000    28.30    47.84     0.00
  UGC07232            0.210    16.40     3.30     11.518      8.627    0.4795     3.43    15.55     0.00
  UGC07232            0.410    26.20     3.30     19.032     14.411    0.5208     6.87    25.10     0.00
  UGC07232            0.620    35.20     3.30     20.827     20.779    0.5988    10.25    25.64     0.00
  UGC07232            0.820    44.00     3.30     21.408     28.955    0.7607    12.77    24.30     0.00
  UGC07261            0.950    46.80     5.66     19.991     25.828    0.5388     3.86    27.74     0.00
  UGC07261            1.900    63.00     5.66     36.387     37.490    0.6281     4.52    51.06     0.00
  UGC07261            2.860    66.80     5.66     36.554     43.030    0.7491     4.73    51.26     0.00
  UGC07261            3.810    69.60     5.66     37.175     48.431    0.9073    12.72    49.40     0.00
  UGC07261            4.760    73.40     5.66     36.145     52.032    1.0000    18.24    44.13     0.00
  UGC07261            5.720    74.70     5.66     36.436     50.919    1.0000    23.64    39.21     0.00
  UGC07261            6.670    76.10     5.66     38.668     49.534    1.0000    29.52    35.32     0.00
  UGC07323            0.580    23.90     3.87     15.594     17.417    0.9633     1.43    21.96     0.00
  UGC07323            1.170    34.70     3.87     24.813     25.530    1.0000     3.24    34.79     0.00
  UGC07323            1.750    42.80     3.87     30.456     31.159    1.0000    -0.61    43.08     0.00
  UGC07323            2.330    51.30     3.87     34.220     36.893    1.0000    -3.66    48.67     0.00
  UGC07323            2.910    57.70     3.87     38.297     40.908    1.0000     9.71    52.39     0.00
  UGC07323            3.500    67.30     3.87     41.803     46.875    1.0000    13.91    55.75     0.00
  UGC07323            4.070    75.40     3.87     45.510     51.375    1.0000    18.68    58.69     0.00
  UGC07323            4.650    79.50     3.87     49.779     52.711    1.0000    24.75    61.08     0.00
  UGC07323            5.230    82.80     3.87     51.448     53.159    1.0000    27.13    61.82     0.00
  UGC07323            5.820    85.60     3.87     51.744     52.837    1.0000    28.72    60.87     0.00
  UGC07399            0.610    47.30     2.77     22.746     30.585    0.7194     2.98    31.89     0.00
  UGC07399            1.220    70.40     3.27     28.819     47.789    0.8052     8.37    39.00     0.00
  UGC07399            1.840    83.70     2.50     29.971     60.162    0.9294    14.43    37.15     0.00
  UGC07399            2.450    89.10     2.45     31.386     65.096    1.0000    17.93    36.43     0.00
  UGC07399            3.070    91.70     2.48     32.591     65.459    1.0000    20.44    35.90     0.00
  UGC07399            3.680    95.10     3.01     32.586     66.265    1.0000    21.54    34.58     0.00
  UGC07399            4.300    96.90     3.62     32.115     65.745    1.0000    21.34    33.94     0.00
  UGC07399            4.910   100.00     3.90     32.762     65.903    1.0000    23.04    32.94     0.00
  UGC07399            5.520   103.00     4.82     33.867     65.642    1.0000    25.45    31.60     0.00
  UGC07399            6.130   106.00     4.97     33.688     64.921    1.0000    25.55    31.05     0.00
  UGC07524            0.350    14.40     2.82     10.908      8.976    0.7117    -0.61    15.45     0.00
  UGC07524            0.690    24.40     3.97     12.634     15.506    0.7420    -1.22    17.95     0.00
  UGC07524            1.030    29.20     3.26     14.130     19.120    0.7911    -2.04    20.19     0.00
  UGC07524            1.380    32.90     3.73     15.055     22.355    0.8565    -1.72    21.43     0.00
  UGC07524            1.720    37.80     3.41     16.505     26.782    0.9377     3.47    22.82     0.00
  UGC07524            2.070    42.00     3.12     18.131     30.589    1.0000     3.53    25.15     0.00
  UGC07524            2.410    45.10     2.92     19.409     32.683    1.0000     4.13    26.82     0.00
  UGC07524            2.760    47.60     2.79     21.616     34.312    1.0000     6.88    28.98     0.00
  UGC07524            3.100    52.30     2.78     23.237     37.492    1.0000     9.39    30.06     0.00
  UGC07524            3.450    57.30     2.78     24.917     40.813    1.0000    11.99    30.89     0.00
  UGC07524            3.790    61.40     2.93     26.520     43.428    1.0000    14.78    31.14     0.00
  UGC07524            4.140    64.50     3.42     28.269     45.264    1.0000    16.87    32.08     0.00
  UGC07524            4.480    66.40     4.53     29.508     46.222    1.0000    18.27    32.77     0.00
  UGC07524            4.820    66.90     5.46     30.305     46.187    1.0000    19.32    33.02     0.00
  UGC07524            5.170    69.40     4.77     31.056     47.492    1.0000    19.78    33.86     0.00
  UGC07524            5.510    70.20     4.44     31.191     47.610    1.0000    19.55    34.37     0.00
  UGC07524            5.860    70.90     4.24     31.215     47.632    1.0000    19.78    34.15     0.00
  UGC07524            6.200    72.30     4.38     31.776     48.111    1.0000    20.48    34.36     0.00
  UGC07524            6.550    73.90     3.51     32.686     48.669    1.0000    21.53    34.78     0.00
  UGC07524            6.890    75.00     3.22     33.730     48.873    1.0000    22.81    35.14     0.00
  UGC07524            7.250    75.50     3.23     34.832     48.625    1.0000    24.09    35.58     0.00
  UGC07524            7.580    77.10     2.98     35.989     49.097    1.0000    25.37    36.10     0.00
  UGC07524            7.940    77.00     2.79     37.274     48.403    1.0000    26.77    36.68     0.00
  UGC07524            8.270    77.00     2.82     38.579     47.815    1.0000    28.28    37.11     0.00
  UGC07524            8.630    78.20     2.93     39.967     47.884    1.0000    29.91    37.49     0.00
  UGC07524            8.970    79.60     3.14     40.966     48.053    1.0000    31.07    37.76     0.00
  UGC07524            9.300    80.30     3.39     41.868     47.765    1.0000    32.12    37.98     0.00
  UGC07524            9.660    81.20     3.66     42.648     47.475    1.0000    33.05    38.12     0.00
  UGC07524            9.990    82.30     3.90     43.286     47.305    1.0000    33.75    38.33     0.00
  UGC07524           10.350    83.80     4.10     43.923     47.197    1.0000    34.21    38.96     0.00
  UGC07524           10.690    79.00     2.78     43.916     43.627    1.0000    34.56    38.32     0.00
  UGC07559            0.360     9.31     3.23      7.305      5.770    0.6849     2.82     9.53     0.00
